letter,count
ů,438265
Ú,5172
Ώ,4
Ψ,1
ŕ,2
Ť,197
¹,1
î,6
ĺ,8
Ĺ,1
ˇ,6
µ,1
Ď,5
Ź,1
ű,2
Ç,2
û,6
Ż,1
Ģ,2
Ý,1
å,1
Ρ,1
ǐ,2
Ě,2
ķ,3
đ,1
Ø,5
ō,1
